time,c,cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat66_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,is_gap,time_since_last_obs,time_to_next_obs
1647563471,31.0,1.3,0.01200076,12188.0,10501.0,10703.0,10867.0,10919.0,11192.0,11414.0,11692.0,11824.0,600.0,512.0,34.217983,0.0,0.13564352285936365,0.9907577073665899,0.0,0.0,0.0
1647563472,51.0,0.90000004,0.00900038,36288.0,31224.002,31874.0,32307.0,32536.0,33389.0,34013.0,34603.0,35218.0,800.0,640.0,35.28704,1.6435204207412276e-05,0.13571557243430438,0.9907478404714436,0.0,0.0,0.0
1647563473,51.0,0.90000004,0.0090011,36204.0,31309.998,31988.998,32393.0,32677.002,33409.0,34106.0,34877.004,35109.0,800.0,896.0,36.728832,3.287040841482455e-05,0.13578762129151373,0.9907379683367306,0.0,0.0,0.0
1647563474,51.0,0.90000004,0.00900025,35909.0,31439.998,32106.0,32479.996,32691.0,33518.0,34123.0,34902.0,35286.0,800.0,512.0,36.511745,4.930561262223683e-05,0.13585966943061067,0.9907280909625028,0.0,0.0,0.0
1647563475,51.0,0.9000001,0.00900014,36855.0,31417.998,32164.0,32605.998,32895.0,33707.0,34385.0,34929.0,35287.0,800.0,768.0,36.03661,6.57408168296491e-05,0.1359317168512142,0.9907182083488126,0.0,0.0,0.0
1647563618,1.0,0.9,0.00900017,267.99902,149.99902,164.99902,171.99902,177.99902,190.99902,208.99902,228.0,237.99805,900.0,640.0,34.664448,0.0024159750184896047,0.14622691084519412,0.9892510755842885,0.0,0.0,0.0
1647563627,27.358063,1.7818741,0.016175956,12493.633,9288.377,9615.972,10601.453,10974.569,10478.702,11283.168,11432.984,11972.597,768.0922,507.17676,35.38817,0.0025638918563563153,0.14687434279440614,0.989155158419907,0.0,0.0,0.0
1647563629,21.130695,1.7458388,0.014985035,9860.38,7855.1377,7052.707,9269.67,8922.516,8660.929,8418.192,9723.087,9674.153,774.15784,638.7745,35.047176,0.0025967622647711398,0.1470182080264725,0.9891337859504572,0.0,0.0,0.0
1647563632,4.438261,1.7724814,0.012648788,1541.2139,1584.3164,1006.65234,2514.08,2206.0625,1738.6357,1002.85254,2086.501,2380.4814,776.51404,378.78043,32.598022,0.0026460678773933765,0.1472340000423311,0.989101688013692,0.0,0.0,0.0
1647563636,1.0000038,0.9000001,0.008999381,292.00195,178.00098,188.00098,193.00195,198.00098,213.00195,237.00098,262.00098,270.00098,900.0,1023.99994,33.374207,0.002711808694223026,0.1475217118273157,0.9890588175328798,0.0,0.0,0.0
1647564132,10.999998,0.90000004,0.009000631,7611.9995,6106.9995,6301.0005,6402.0,6495.0,6704.0,6915.0005,7195.9995,7377.0,900.0,640.0,34.18112,0.010863669981099515,0.18309350776926925,0.98309550269175,0.0,0.0,0.0
1647564133,11.0,0.9000001,0.00900034,7206.0005,6025.0,6202.0,6301.0005,6385.9995,6581.999,6701.0005,6916.0005,7010.001,900.0,128.0,34.750465,0.010880105185306927,0.1831650000074929,0.9830821851565896,0.0,0.0,0.0
1647564138,11.0,0.90000004,0.00900123,7396.9995,6103.999,6276.999,6378.9995,6404.9995,6597.0,6784.0,6996.0005,7186.999,900.00006,384.0,34.082817,0.01096228120634399,0.18352244666103637,0.9830155194967916,0.0,0.0,0.0
1647564141,10.999996,0.9,0.008999789,7490.0,6119.9995,6285.0,6386.9995,6413.9995,6600.9995,6780.999,6892.9985,6999.999,900.00006,768.0,34.197502,0.011011586818966225,0.1837369030094924,0.9829754577162547,0.0,0.0,0.0
1647564143,10.999996,0.90000004,0.00900045,7098.0,6081.9995,6201.0,6301.0,6384.0005,6515.9995,6685.0,6800.9995,6908.0005,900.0,1024.0,34.26304,0.01104445722738105,0.183879869050633,0.9829487238701325,0.0,0.0,0.0
1647564145,10.999996,0.90000004,0.00900005,7290.0005,6180.9995,6314.9995,6420.9995,6498.9995,6699.9995,6877.9995,7000.0,7089.9995,900.00006,896.00006,35.762177,0.011077327635795874,0.18402283120198115,0.9829219692307254,0.0,0.0,0.0
1647564658,21.0,0.9,0.00900022,14411.0,12032.0,12302.0,12406.0,12506.0,12765.0,13006.0,13305.0,13679.0,900.00006,128.0,33.84525,0.019508587394198373,0.22055557489746158,0.9753744093329751,0.0,0.0,0.0
1647564664,21.0,0.9,0.00900111,14617.0,12085.0,12297.0,12425.0,12524.0,12815.0,13026.0,13285.0,13402.0,900.00006,384.00003,35.168255,0.019607198619442847,0.22098114126068702,0.9752780809631294,0.0,0.0,0.0
1647564666,21.0,0.9,0.00900085,13996.0,11983.0,12209.0,12398.0,12498.0,12793.0,13000.0,13288.0,13587.0,900.0,1024.0,34.67264,0.01964006902785767,0.22112298736983194,0.9752459302435674,0.0,0.0,0.0
1647564667,31.699049,1.7730036,0.01712145,13276.101,10309.642,10831.948,11816.653,11868.85,11818.064,12099.627,13522.038,13676.805,858.03796,542.9331,35.235397,0.019656504232065084,0.2211939086704796,0.9752298471473664,0.0,0.0,0.0
1647564668,31.136347,1.7635056,0.017164731,13055.215,10415.322,10852.455,11231.294,11773.647,11572.857,11750.585,12847.943,13109.557,871.0032,653.5602,34.732315,0.019672939436272494,0.22126482880134396,0.9752137588936654,0.0,0.0,0.0
1647564671,31.805737,1.7496045,0.017408963,13654.36,10541.66,10857.144,11321.693,11861.031,11904.239,12010.054,13149.634,13427.713,883.8164,589.3625,35.424168,0.01972224504889473,0.22147758217148666,0.9751654631884131,0.0,0.0,0.0
