time,cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,mean_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
1637961650.0,3.0,0.5298550128936768,5918.9208984375,5799.80517578125,5887.63720703125,5888.4248046875,5890.97412109375,5904.01220703125,5907.8369140625,5911.5380859375,5803.5732421875,170.0,2048.0,694.1614379882812,0.0,-0.6399979504059503,0.7683766156489816,0.819152044336086,-0.5735764362837886,0.0,0.0,0.0
1637961666.0,3.25500226020813,1.4163686037063599,26228.73046875,182.89576721191406,48482.31640625,33997.0078125,41003.7890625,32239.85546875,186.8426055908203,186.8426055908203,56051.4765625,102.7828369140625,3251.818603515625,228.89898681640625,0.0020325203252032522,-0.6391034705862311,0.7691207667750458,0.8028174750914044,-0.5962248750998755,1.0,0.26666666666666666,0.8
1637961682.0,2.5,0.5734776854515076,16551.76953125,42638.44140625,46072.25,185.79881286621094,186.8426055908203,33623.35546875,186.8426055908203,9644.591796875,36480.703125,293.9376220703125,4096.0,228.89898681640625,0.0040650406504065045,-0.6382081255130525,0.7698638766230793,0.7858568932057556,-0.6184083953189814,1.0,0.5333333333333333,0.5333333333333333
1637961698.0,3.4225947856903076,1.4163686037063599,35523.80078125,16354.61328125,34924.66796875,48806.4609375,67144.9140625,32218.3359375,47058.40234375,16258.0244140625,46640.33203125,163.839111328125,1801.0980224609375,1122.1575927734375,0.006097560975609756,-0.6373119163985839,0.7706059441870173,0.7682835234653361,-0.6401096996388106,1.0,0.8,0.26666666666666666
1637961714.0,2.5,1.2027020454406738,53033.203125,52615.2421875,52807.453125,52839.84375,52927.81640625,52969.7734375,52994.50390625,53005.0,52608.70703125,470.0,1792.0,1048.9732666015625,0.008130081300813009,-0.6364148444561598,0.7713469684622102,0.7501110699490282,-0.6613118649623065,0.0,0.0,0.0
1637961730.0,3.048689126968384,1e-06,28973.53515625,40844.2421875,51933.6796875,25974.84765625,22842.970703125,39508.6640625,20200.93359375,27355.3828125,50862.69921875,204.03411865234375,3988.15966796875,691.2037963867188,0.01016260162601626,-0.6355169109002871,0.7720869484454174,0.7313537017776536,-0.6819983598925462,1.0,0.26666666666666666,0.8
1637961746.0,2.873480796813965,0.7772926688194275,24093.2890625,23361.875,38043.8515625,1382.96533203125,31171.05859375,8154.7158203125,28054.5546875,186.8426055908203,18129.86328125,234.66287231445312,4096.0,709.2587890625,0.012195121951219513,-0.6346181169466382,0.7728258831348127,0.7120260463060525,-0.7021530526756764,1.0,0.5333333333333333,0.5333333333333333
1637961762.0,2.8317699432373047,1e-06,21014.90234375,15700.0234375,21950.306640625,6673.61376953125,34944.79296875,24077.80859375,13351.5126953125,2314.10009765625,32453.51953125,24.53411865234375,1531.1143798828125,935.16650390625,0.014227642276422764,-0.6337184638120484,0.7735637715299867,0.6921431740142954,-0.721760227960378,1.0,0.8,0.26666666666666666
1637961778.0,2.9569971561431885,1e-06,1550.349609375,1192.24609375,22892.28515625,185.79881286621094,186.8426055908203,3109.09033203125,24769.5703125,186.8426055908203,41598.234375,133.51808166503906,4096.0,859.9559326171875,0.016260162601626018,-0.6328179527145199,0.7743006126319438,0.6717205896309258,-0.740804596007531,0.0,0.0,0.0
1637961794.0,2.650239944458008,0.28690701723098755,34634.88671875,20333.388671875,64125.77734375,185.79881286621094,22022.345703125,15218.998046875,13872.130859375,7258.3486328125,17022.072265625,247.90408325195312,3223.3115234375,848.2325439453125,0.018292682926829267,-0.6319165848732113,0.7750364054431105,0.6507742173921446,-0.759271307226634,1.0,0.26666666666666666,0.8
