time,cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,mean_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
1637961650.0,3.0,0.529855,5918.921,5799.805,5887.637,5888.425,5890.974,5904.012,5907.837,5911.538,5803.573,170.0,2048.0,694.16144,0.0,-0.6399979504059503,0.7683766156489816,0.819152044336086,-0.5735764362837886,0.0,0.0,0.0
1637961666.0,2.9076827,1.4163686,48187.047,5285.1357,62516.617,18247.186,80274.24,69470.875,186.8426,186.8426,38018.676,264.99246,4014.3435,228.89899,0.0020325203252032522,-0.6391034705862311,0.7691207667750458,0.8028174750914044,-0.5962248750998755,1.0,0.26666666666666666,0.8
1637961682.0,2.5,0.19563332,40036.863,48925.09,63300.965,33242.312,9653.992,42438.355,186.8426,2490.3765,46792.047,416.81412,4096.0,648.13513,0.0040650406504065045,-0.6382081255130525,0.7698638766230793,0.7858568932057556,-0.6184083953189814,1.0,0.5333333333333333,0.5333333333333333
1637961698.0,3.5,1.2899847,26933.488,4687.7354,45178.875,35582.89,53126.91,41216.89,28321.258,16751.041,58627.07,220.12451,1844.8662,965.4745,0.006097560975609756,-0.6373119163985839,0.7706059441870173,0.7682835234653361,-0.6401096996388106,1.0,0.8,0.26666666666666666
1637961714.0,2.5,1.202702,53033.203,52615.242,52807.453,52839.844,52927.816,52969.773,52994.504,53005.0,52608.707,470.0,1792.0,1048.9733,0.008130081300813009,-0.6364148444561598,0.7713469684622102,0.7501110699490282,-0.6613118649623065,0.0,0.0,0.0
1637961730.0,3.0603528,0.0,46630.453,14043.127,68071.01,8106.4883,29993.738,33565.406,207.91064,4480.415,42110.15,393.0836,4096.0,775.3328,0.01016260162601626,-0.6355169109002871,0.7720869484454174,0.7313537017776536,-0.6819983598925462,1.0,0.26666666666666666,0.8
1637961746.0,2.6886494,0.19348556,46989.75,23239.19,59937.12,36929.7,20149.236,26211.898,186.8426,1235.2852,38675.953,312.25867,4096.0,1002.9971,0.012195121951219513,-0.6346181169466382,0.7728258831348127,0.7120260463060525,-0.7021530526756764,1.0,0.5333333333333333,0.5333333333333333
1637961762.0,2.9727206,0.0,13849.297,15904.684,34231.5,22500.934,35646.133,39468.473,5327.716,186.8426,44301.66,68.26162,3982.7031,774.3036,0.014227642276422764,-0.6337184638120484,0.7735637715299867,0.6921431740142954,-0.721760227960378,1.0,0.8,0.26666666666666666
1637961778.0,2.798449,0.0,16556.023,20242.455,39647.06,24513.887,8184.843,13775.189,186.8426,186.8426,49331.098,66.38925,4096.0,866.2261,0.016260162601626018,-0.6328179527145199,0.7743006126319438,0.6717205896309258,-0.740804596007531,0.0,0.0,0.0
1637961794.0,2.6394472,0.0,17389.121,25254.191,46241.336,28577.895,25971.084,33398.65,186.8426,9347.188,57316.59,71.39471,3037.66,812.7395,0.018292682926829267,-0.6319165848732113,0.7750364054431105,0.6507742173921446,-0.759271307226634,1.0,0.26666666666666666,0.8
1637961810.0,2.721521,0.26613787,18748.11,21113.953,47946.465,23672.121,25480.385,21302.268,5742.7773,2532.759,58391.836,167.2051,3346.6182,869.0336,0.02032520325203252,-0.6310143615084456,0.7757711489673284,0.6293203909853292,-0.7771459615092086,1.0,0.5333333333333333,0.5333333333333333
1637961826.0,2.712546,0.22510973,14821.847,16178.727,45316.402,9949.406,26189.68,28039.568,8462.778,186.8426,56078.434,215.85872,2712.1494,904.69946,0.022357723577235773,-0.6301112838417028,0.7765048422098609,0.6073758398291923,-0.7944146204544471,1.0,0.8,0.26666666666666666
1637961842.0,2.9880662,0.28506032,17164.059,19117.115,44944.78,18401.504,22393.89,32828.574,10344.926,1193.6885,60074.746,164.95125,4096.0,925.22095,0.024390243902439025,-0.6292073530956179,0.777237484177395,0.5849576748931085,-0.8110638190571988,0.0,0.0,0.0
1637961858.0,2.9497535,0.224648,19225.852,27384.05,50128.176,22448.465,32765.994,23498.137,186.8426,186.8426,45036.27,10.0,4096.0,781.8995,0.026422764227642278,-0.6283025704939836,0.7779690738780384,0.5620833779350787,-0.8270805742181904,1.0,0.26666666666666666,1.0666666666666667
