time,cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,mean_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
1637961650.0,3.0,0.529855,5918.921,5799.805,5887.637,5888.425,5890.974,5904.012,5907.837,5911.538,5803.573,170.0,2048.0,694.16144,0.0,-0.6399979504059503,0.7683766156489816,0.819152044336086,-0.5735764362837886,0.0,0.0,0.0
1637961666.0,2.8001015,1.4163686,22144.117,182.89577,23998.217,17326.742,32058.79,31942.299,186.8426,186.8426,54059.65,45.831017,4096.0,228.89899,0.0020325203252032522,-0.6391034705862311,0.7691207667750458,0.8028174750914044,-0.5962248750998755,1.0,0.26666666666666666,0.8
1637961682.0,2.5,0.053254873,6126.4263,59717.04,36244.637,185.79881,186.8426,35552.406,186.8426,186.8426,31533.742,319.24976,4096.0,228.89899,0.0040650406504065045,-0.6382081255130525,0.7698638766230793,0.7858568932057556,-0.6184083953189814,1.0,0.5333333333333333,0.5333333333333333
1637961698.0,3.3264773,1.4163686,38974.273,18871.162,22224.086,52876.523,34791.656,26052.508,32286.527,20221.094,39715.504,177.97046,1865.8225,1272.4006,0.006097560975609756,-0.6373119163985839,0.7706059441870173,0.7682835234653361,-0.6401096996388106,1.0,0.8,0.26666666666666666
1637961714.0,2.5,1.202702,53033.203,52615.242,52807.453,52839.844,52927.816,52969.773,52994.504,53005.0,52608.707,470.0,1792.0,1048.9733,0.008130081300813009,-0.6364148444561598,0.7713469684622102,0.7501110699490282,-0.6613118649623065,0.0,0.0,0.0
1637961730.0,2.707578,0.13986364,32954.895,35828.715,54503.76,16918.676,7100.338,25894.74,14415.277,10716.283,32131.637,359.25903,4096.0,620.6861,0.01016260162601626,-0.6355169109002871,0.7720869484454174,0.7313537017776536,-0.6819983598925462,1.0,0.26666666666666666,0.8
1637961746.0,2.8910034,0.56177807,29364.578,23425.734,42618.05,13126.389,31079.338,18105.17,38008.26,186.8426,11567.626,355.4572,4096.0,625.82544,0.012195121951219513,-0.6346181169466382,0.7728258831348127,0.7120260463060525,-0.7021530526756764,1.0,0.5333333333333333,0.5333333333333333
1637961762.0,2.7914758,0.0,11514.305,2591.338,18185.89,185.79881,19524.736,18450.691,13585.346,186.8426,9038.576,35.3779,1482.4907,943.0112,0.014227642276422764,-0.6337184638120484,0.7735637715299867,0.6921431740142954,-0.721760227960378,1.0,0.8,0.26666666666666666
1637961778.0,3.1078115,0.0,1056.3765,182.89577,4863.592,8087.0825,186.8426,186.8426,39547.45,186.8426,26838.078,145.4982,3811.4788,886.9994,0.016260162601626018,-0.6328179527145199,0.7743006126319438,0.6717205896309258,-0.740804596007531,0.0,0.0,0.0
1637961794.0,2.92992,0.0,32806.203,14558.016,48555.344,185.79881,23438.922,2147.64,21375.979,10471.504,181.00397,183.7007,3316.8037,836.112,0.018292682926829267,-0.6319165848732113,0.7750364054431105,0.6507742173921446,-0.759271307226634,1.0,0.26666666666666666,0.8
1637961810.0,2.5,0.07075074,25571.652,31299.252,48034.56,11439.065,28747.512,20090.297,4631.494,12882.059,21520.973,205.45427,2531.9763,455.0488,0.02032520325203252,-0.6310143615084456,0.7757711489673284,0.6293203909853292,-0.7771459615092086,1.0,0.5333333333333333,0.5333333333333333
