time,cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,mean_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
1637961650.0,3.0,0.529855,5918.921,5799.805,5887.637,5888.425,5890.974,5904.012,5907.837,5911.538,5803.573,170.0,2048.0,694.16144,0.0,-0.6399979504059503,0.7683766156489816,0.819152044336086,-0.5735764362837886,0.0,0.0,0.0
1637961666.0,2.746799,1.4163686,27581.309,182.89577,27453.283,14827.729,24707.102,13527.351,186.8426,186.8426,52805.285,14.536072,2963.7693,228.89899,0.0020325203252032522,-0.6391034705862311,0.7691207667750458,0.8028174750914044,-0.5962248750998755,1.0,0.26666666666666666,0.8
1637961682.0,2.5,0.13299355,425.2295,46425.332,36753.39,185.79881,186.8426,43607.754,186.8426,186.8426,32016.21,462.37863,3905.147,228.89899,0.0040650406504065045,-0.6382081255130525,0.7698638766230793,0.7858568932057556,-0.6184083953189814,1.0,0.5333333333333333,0.5333333333333333
1637961698.0,3.3228147,1.4163686,27951.367,13233.021,18021.988,47405.676,48214.035,31453.408,50556.395,16270.11,38447.12,118.56981,2079.685,1212.8557,0.006097560975609756,-0.6373119163985839,0.7706059441870173,0.7682835234653361,-0.6401096996388106,1.0,0.8,0.26666666666666666
1637961714.0,2.5,1.202702,53033.203,52615.242,52807.453,52839.844,52927.816,52969.773,52994.504,53005.0,52608.707,470.0,1792.0,1048.9733,0.008130081300813009,-0.6364148444561598,0.7713469684622102,0.7501110699490282,-0.6613118649623065,0.0,0.0,0.0
1637961730.0,2.7617126,0.17478701,24902.184,29600.527,48460.824,20241.254,5048.0283,23601.873,13355.51,13857.012,34699.62,315.87366,3810.165,573.54443,0.01016260162601626,-0.6355169109002871,0.7720869484454174,0.7313537017776536,-0.6819983598925462,1.0,0.26666666666666666,0.8
1637961746.0,3.0397007,0.5957505,28273.191,21966.541,39579.605,185.79881,20267.418,14229.117,27998.379,186.8426,181.00397,449.5572,4096.0,492.62216,0.012195121951219513,-0.6346181169466382,0.7728258831348127,0.7120260463060525,-0.7021530526756764,1.0,0.5333333333333333,0.5333333333333333
1637961762.0,2.871949,0.0,2196.6074,2997.1514,14101.953,185.79881,8552.989,10348.409,14078.635,186.8426,7368.1924,142.24248,1542.3499,862.63074,0.014227642276422764,-0.6337184638120484,0.7735637715299867,0.6921431740142954,-0.721760227960378,1.0,0.8,0.26666666666666666
1637961778.0,3.0265307,0.0,2050.0076,3668.313,5820.7373,8265.152,850.37305,186.8426,43088.336,186.8426,26161.012,156.32793,3260.7078,916.469,0.016260162601626018,-0.6328179527145199,0.7743006126319438,0.6717205896309258,-0.740804596007531,0.0,0.0,0.0
1637961794.0,3.0508318,0.0,37322.273,13505.122,44135.816,185.79881,23383.602,1967.031,25575.0,10699.45,181.00397,198.80872,3264.7368,932.0911,0.018292682926829267,-0.6319165848732113,0.7750364054431105,0.6507742173921446,-0.759271307226634,1.0,0.26666666666666666,0.8
1637961810.0,2.5,0.09065771,24774.895,25563.914,47115.027,11641.189,26712.994,13046.861,5139.6885,6604.444,18321.383,198.30696,2371.2913,541.65906,0.02032520325203252,-0.6310143615084456,0.7757711489673284,0.6293203909853292,-0.7771459615092086,1.0,0.5333333333333333,0.5333333333333333
1637961826.0,2.8944802,0.44841096,28254.746,21123.572,35034.727,23653.05,5519.634,18122.088,14617.545,9652.545,24734.652,307.69897,3098.1692,705.36755,0.022357723577235773,-0.6301112838417028,0.7765048422098609,0.6073758398291923,-0.7944146204544471,1.0,0.8,0.26666666666666666
1637961842.0,2.6225903,0.11134815,20252.676,15029.82,25550.08,11728.463,15260.773,186.8426,21076.24,5443.1484,23132.004,224.10162,3260.4136,723.44543,0.024390243902439025,-0.6292073530956179,0.777237484177395,0.5849576748931085,-0.8110638190571988,0.0,0.0,0.0
1637961858.0,2.598896,0.0,30092.25,33720.22,41609.066,10115.254,3667.9321,2944.0203,13421.006,6281.6816,14270.655,303.90744,4033.2441,688.50305,0.026422764227642278,-0.6283025704939836,0.7779690738780384,0.5620833779350787,-0.8270805742181904,1.0,0.26666666666666666,1.0666666666666667
1637961874.0,3.015197,0.43123,26947.184,17322.094,23255.008,28296.79,26811.746,6988.892,39393.254,4751.9854,23909.0,278.33044,3376.5398,952.19037,0.028455284552845527,-0.6273969372617437,0.7786996103213252,0.5387707848812942,-0.8424523970874522,1.0,0.5333333333333333,0.8
1637961890.0,2.7250595,0.19209802,12300.742,20070.387,28743.195,4316.699,8769.945,14031.873,30180.918,8700.826,27111.957,308.5279,3491.7793,672.04236,0.03048780487804878,-0.6264904546249935,0.7794290925182155,0.5150380749677139,-0.8571673006674668,1.0,0.8,0.5333333333333333
1637961906.0,3.0182745,0.42779726,35708.96,22764.213,40118.418,19196.037,20281.799,11233.154,36576.047,11619.094,24982.113,293.00894,2987.3364,819.37115,0.032520325203252036,-0.6255831238109806,0.7801575194810951,0.4909037534565152,-0.8712138112095703,1.0,1.0666666666666667,0.26666666666666666
1637961922.0,2.5,0.97898495,62757.91,62348.74,62524.137,62571.61,62657.805,62735.08,62750.07,62754.355,62339.707,500.0,1792.0,1130.8074,0.034552845528455285,-0.6246749460480978,0.7808848902237807,0.4663866403701838,-0.8845809751991125,0.0,0.0,0.0
1637961938.0,2.8003774,0.37248287,41696.066,29445.992,47857.145,23207.465,26842.932,15452.598,27639.578,18437.09,21857.816,394.66705,3045.699,774.79126,0.036585365853658534,-0.6237659225658878,0.7816112037615165,0.4415058525987478,-0.897258369769295,1.0,0.26666666666666666,0.8
