time,cpu_limit,cpu_usage,n,ram_limit_mb,ram_usage_mb,min_ms,lat50_ms,lat75_ms,lat95_ms,lat99_ms,t_norm,sin_day,cos_day,is_gap,time_since_last_obs,time_to_next_obs
1647991499.0,2.7429388,0.011531166,281.23535,2226.3467,865.39795,27622.818,32452.486,33128.656,33988.617,34786.656,0.0,-0.1521952614649248,0.9883504451294708,1.0,0.0,1.15
1647991568.0,1.5,0.00948823,350.0,2304.0,1089.7612,52289.1,53350.254,53578.605,53879.125,54018.9,0.0003829950210647,-0.1472340000423307,0.989101688013692,0.0,0.0,0.0
1647991637.0,2.4373448,0.010033033,269.0199,2318.644,854.8011,42703.344,45479.11,45879.605,46419.21,47147.508,0.0007659900421294,-0.1422690314912981,0.9898280268200776,1.0,1.15,1.15
1647991706.0,1.5,0.00950776,350.0,2304.0,1083.8712,51819.47,53263.324,53610.73,53957.242,54189.797,0.0011489850631941,-0.1373004808221903,0.9905294432605198,0.0,0.0,0.0
1647991775.0,2.4715834,0.010369815,260.07364,2356.228,815.6653,35269.418,37500.79,38104.61,38483.36,39205.17,0.0015319800842589,-0.1323284731355668,0.9912059196744184,1.0,1.15,2.3
1647991844.0,2.3157978,0.010148348,269.2506,2329.1157,815.704,41872.438,44327.52,44146.496,45034.67,45232.68,0.0019149751053236,-0.1273531336190256,0.991857439029125,1.0,2.3,1.15
1647991913.0,1.5,0.00950776,400.0,2304.0,1331.8267,57692.816,58992.66,59281.875,59658.367,60002.098,0.0022979701263883,-0.122374587544059,0.9924839849203722,0.0,0.0,0.0
1647991982.0,2.3403032,0.009617394,294.8695,2272.0369,940.6038,49562.86,52312.242,51995.938,52488.973,52558.195,0.002680965147453,-0.1173929602628917,0.993085541572686,1.0,1.15,1.15
1647992051.0,1.5,0.00958408,400.0,2304.0,1260.7898,58276.863,60366.29,60654.207,61146.344,61339.965,0.0030639601685178,-0.1124083772053322,0.993662093839784,0.0,0.0,0.0
1647992120.0,2.4423006,0.009906445,298.19525,2298.688,934.8931,47899.555,50493.273,50369.934,50773.14,50971.246,0.0034469551895825,-0.1074209638756075,0.994213627204956,1.0,1.15,1.15
1647992189.0,1.5,0.00958408,400.0,2304.0,1180.119,59351.73,60210.57,60490.85,60885.977,61134.785,0.0038299502106472,-0.10243084584921,0.9947401277814298,0.0,0.0,0.0
1647992258.0,2.4097526,0.009792762,314.6006,2298.1616,969.9837,47760.742,50733.32,50593.04,51116.08,51504.547,0.0042129452317119,-0.0974381487697287,0.9952415823127208,1.0,1.15,1.15
1647992327.0,1.5,0.00933047,450.0,2304.0,1327.0466,64433.953,65904.37,66331.36,66730.664,66948.96,0.0045959402527767,-0.0924429983456928,0.9957179781729656,0.0,0.0,0.0
1647992396.0,2.6060328,0.011559377,320.19803,2305.2314,985.4292,34438.094,36487.09,36209.125,36925.4,37227.418,0.0049789352738414,-0.0874455203473985,0.9961693033672402,1.0,1.15,4.6
1647992465.0,2.8056228,0.013165548,304.89383,2313.2544,917.30084,28894.537,31434.88,31701.473,33070.316,33557.61,0.0053619302949061,-0.0824458406037522,0.996595546531862,1.0,2.3,3.45
1647992534.0,2.8311453,0.014138004,272.24762,2321.7542,785.8573,25435.602,27746.688,27503.791,29558.87,30095.328,0.0057449253159708,-0.0774440849990943,0.9969966969346754,1.0,3.45,2.3
1647992603.0,2.7061744,0.012828738,278.46304,2256.6655,808.39923,33756.9,36392.188,36592.297,37114.035,37699.496,0.0061279203370356,-0.0724403794700302,0.997372744475323,1.0,4.6,1.15
1647992672.0,1.5,0.00986981,450.0,2304.0,1331.2164,64403.61,65622.1,65967.91,66379.58,66673.914,0.0065109153581003,-0.0674348500022653,0.9977236796854988,0.0,0.0,0.0
1647992741.0,2.5446823,0.011381432,356.3781,2248.2095,1058.8265,48355.13,51118.29,50493.47,51229.562,51594.027,0.006893910379165,-0.0624276226274251,0.9980494937291876,1.0,1.15,1.15
1647992810.0,1.5,0.00984922,500.0,2304.0,1419.8579,68822.69,69710.88,70010.39,70318.87,70527.47,0.0072769054002297,-0.0574188234198897,0.9983501784028866,0.0,0.0,0.0
1647992879.0,2.5244253,0.01114219,375.96667,2264.6313,1152.3495,50510.883,53704.812,53366.527,54410.836,54959.75,0.0076599004212945,-0.0524085784936119,0.9986257261358126,1.0,1.15,1.15
1647992948.0,1.5,0.00992957,500.0,2304.0,1441.2227,68747.32,69658.69,69867.56,70280.41,70460.45,0.0080428954423592,-0.0473970139989489,0.998876129990092,0.0,0.0,0.0
1647993017.0,2.7487016,0.012321402,360.0464,2312.0278,1110.7878,37131.402,40133.105,40788.484,41748.504,42557.53,0.0084258904634239,-0.0423842561194793,0.9991013836609368,1.0,1.15,2.3
1647993086.0,2.6480231,0.012633467,380.30203,2260.4922,1097.1611,41144.543,44290.31,44445.55,46042.297,46233.47,0.0088088854844887,-0.0373704310688328,0.9993014814768012,1.0,2.3,1.15
1647993155.0,1.5,0.00997968,500.0,2304.0,1391.2924,68559.375,69589.63,69798.48,70059.48,70386.1,0.0091918805055534,-0.0323556650875051,0.9994764183995264,0.0,0.0,0.0
1647993224.0,2.4651544,0.011107869,417.3562,2285.6797,1277.2083,51810.062,55452.133,55046.44,55919.72,56305.953,0.0095748755266181,-0.027340084439687,0.9996261900244664,1.0,1.15,1.15
1647993293.0,1.5,0.00997968,550.0,2304.0,1684.4963,72530.59,73625.12,73910.664,74244.03,74481.555,0.0099578705476828,-0.0223238154100767,0.9997507925805996,0.0,0.0,0.0
1647993362.0,2.4646697,0.011335485,452.3134,2241.8772,1386.8179,53083.625,57161.35,56983.08,57558.543,57857.594,0.0103408655687476,-0.0173069843007102,0.9998502229306222,1.0,1.15,1.15
1647993431.0,1.5,0.01007033,550.0,2304.0,1857.7981,69862.484,70992.33,71334.23,71757.38,71977.18,0.0107238605898123,-0.0122897174277731,0.9999244785710296,0.0,0.0,0.0
1647993500.0,2.591345,0.0121662095,458.34875,2280.7542,1422.4153,50641.58,54867.477,54984.438,55999.938,56213.82,0.011106855610877,-0.0072721411184211,0.9999735576321774,1.0,1.15,1.15
1647993569.0,1.5,0.01007033,550.0,2304.0,1493.0206,72595.3,73724.03,73958.65,74277.27,74528.01,0.0114898506319417,-0.0022543817076046,0.9999974588783296,0.0,0.0,0.0
1647993638.0,2.8231816,0.012862743,374.79608,2372.3152,1200.7808,31637.719,34597.625,35922.906,36855.47,37700.63,0.0118728456530065,0.0027634344651187,0.9999961817076888,1.0,1.15,2.3
1647993707.0,2.7537868,0.013360292,409.87918,2291.3066,1284.5386,35877.543,39493.39,40458.008,41111.145,41345.21,0.0122558406740712,0.0077811810587606,0.9999697261524124,1.0,2.3,1.15
1647993776.0,1.5,0.01015274,600.0,2304.0,1713.3732,75578.92,76835.73,77029.55,77369.86,77730.27,0.0126388356951359,0.0127987317340849,0.9999180928786112,0.0,0.0,0.0
1647993845.0,2.4985101,0.011940982,453.81964,2253.2444,1495.6194,52290.227,55895.504,55835.688,56141.78,56478.805,0.0130218307162006,0.0178159601567882,0.9998412831863324,1.0,1.15,1.15
1647993914.0,1.5,0.01032579,600.0,2304.0,1723.2241,75063.22,76122.305,76402.72,76743.445,76954.836,0.0134048257372654,0.0228327400006812,0.9997392990095274,0.0,0.0,0.0
1647993983.0,2.4304595,0.010510728,458.2652,2388.4106,1565.9746,57594.91,60524.562,60523.688,61268.79,61678.465,0.0137878207583301,0.0278489449508691,0.999612142916003,1.0,1.15,1.15
1647994052.0,1.5,0.01032579,600.0,2304.0,1759.6171,75985.266,77110.6,77367.43,77814.414,78140.05,0.0141708157793948,0.032864448706932,0.9994598181073562,0.0,0.0,0.0
1647994121.0,2.7039218,0.012266595,384.27997,2409.2063,1415.615,32017.814,33870.824,33782.457,34252.188,33171.965,0.0145538108004595,0.0378791249861049,0.9992823284188944,1.0,1.15,12.65
1647994190.0,2.7708702,0.014202716,354.73233,2337.6335,1419.0085,29583.996,29113.793,30739.0,31596.645,30351.7,0.0149368058215243,0.0428928475264576,0.9990796783195384,1.0,2.3,11.5
1647994259.0,2.7763739,0.013988718,342.694,2431.9104,1254.1877,30513.848,29509.697,30882.379,31368.652,30557.414,0.015319800842589,0.0479054900900735,0.9988518729117096,1.0,3.45,10.35
1647994328.0,2.8075242,0.013930201,300.82593,2456.5122,1136.4623,27152.346,27184.172,28114.395,29175.344,28965.48,0.0157027958636537,0.0529169264662282,0.998598917931202,1.0,4.6,9.2
1647994397.0,2.7786198,0.013681436,266.17636,2464.517,1020.00336,26103.928,26229.328,25657.805,27592.309,26598.527,0.0160857908847185,0.0579270304745672,0.9983208197470383,1.0,5.75,8.05
1647994466.0,2.9076602,0.013941487,254.56192,2441.1077,972.46716,27042.783,26816.95,23706.2,26037.809,25317.492,0.0164687859057832,0.0629356759682831,0.9980175853613078,1.0,6.9,6.9
1647994535.0,2.857687,0.014741959,225.82729,2416.1162,862.5012,26144.932,25245.205,22905.543,23979.76,22821.27,0.0168517809268479,0.0679427368372916,0.9976892224089916,1.0,8.05,5.75
1647994604.0,2.9932623,0.014590132,205.03809,2399.541,822.28876,24225.797,23483.113,21797.027,20837.184,19611.414,0.0172347759479126,0.0729480870114069,0.9973357391577704,1.0,9.2,4.6
1647994673.0,2.9688268,0.015003489,205.67657,2379.1343,768.46204,24756.516,23882.914,22852.17,18889.336,17770.16,0.0176177709689774,0.0779516004635159,0.996957144507815,1.0,10.35,3.45
1647994742.0,3.043322,0.01421125,205.05539,2426.3308,838.50323,21358.836,20274.363,20328.555,14122.068,13327.535,0.0180007659900421,0.0829531512127512,0.9965534479915638,1.0,11.5,2.3
1647994811.0,2.9059138,0.012827421,176.42902,2462.7332,637.23474,17594.76,19358.771,19109.17,8907.021,9844.074,0.0183837610111068,0.0879526133276635,0.9961246597734816,1.0,12.65,1.15
1647994880.0,1.5,0.0062353,50.0,2560.0,243.7284,0.1875,0.5996094,0.8203125,1.3984375,6.1523438,0.0187667560321715,0.0929498609293922,0.9956707906498043,0.0,0.0,0.0
1647994949.0,2.5961313,0.011147944,92.18617,2309.8916,305.08038,8067.0723,8055.8945,8079.422,8627.666,8927.197,0.0191497510532363,0.0979447681948344,0.9951918520482672,1.0,1.15,1.15
1647995018.0,1.5,0.00729723,100.000015,2560.0,305.29535,74.43359,119.9375,128.30469,142.21484,153.71094,0.019532746074301,0.1029372093598137,0.9946878560278164,0.0,0.0,0.0
1647995087.0,2.5819764,0.009559797,106.3873,2343.274,330.4312,5588.6914,5832.7695,5568.6016,6398.6133,6447.496,0.0199157410953657,0.1079270587222461,0.994158815278306,1.0,1.15,1.15
1647995156.0,1.5,0.00814525,100.000015,2560.0,313.72906,68.890625,137.67383,235.78516,295.02344,332.19922,0.0202987361164304,0.1129141906453055,0.9936047431201784,0.0,0.0,0.0
1647995225.0,2.5672903,0.009596847,118.512054,2354.248,352.35797,5264.133,5215.875,5357.0586,6009.5645,6531.922,0.0206817311374952,0.1178984795605865,0.9930256535041287,1.0,1.15,1.15
1647995294.0,1.5,0.00821134,100.000015,2560.0,304.96356,44.66797,94.625,103.47266,111.72656,125.89844,0.0210647261585599,0.1228797999712666,0.9924215610107538,0.0,0.0,0.0
1647995363.0,2.7092037,0.011004732,134.03043,2315.4058,371.3318,5135.926,5057.4883,5128.0156,5908.451,6315.9785,0.0214477211796246,0.1278580264552656,0.991792480850185,1.0,1.15,1.15
1647995432.0,1.5,0.00861429,150.0,2560.0,368.41058,196.95898,265.8203,285.0039,323.84375,350.5,0.0218307162006893,0.1328330336684035,0.9911384288617048,0.0,0.0,0.0
1647995501.0,2.541968,0.010986697,137.76773,2377.9744,391.4013,6494.6914,6416.2246,6603.4824,7289.6953,8081.2266,0.0222137112217541,0.1378046963475571,0.9904594215133488,1.0,1.15,1.15
1647995570.0,1.5,0.00861429,150.0,2560.0,360.07935,160.46484,273.88672,292.6875,338.3164,361.84375,0.0225967062428188,0.1427728893138131,0.9897554759014904,0.0,0.0,0.0
1647995639.0,2.3746457,0.010403993,154.72421,2474.3813,457.9309,7442.623,7703.045,8386.889,9199.764,10098.787,0.0229797012638835,0.1477374874756203,0.9890266097504106,1.0,1.15,1.15
1647995708.0,1.5,0.00830263,150.0,2560.0,370.03674,160.2168,280.26758,302.9414,345.64453,384.28906,0.0233626962849482,0.1526983658319395,0.9882728414118518,0.0,0.0,0.0
1647995777.0,2.3700104,0.010422686,171.82016,2403.6604,488.08887,9347.518,10110.975,11063.572,12475.189,13253.617,0.023745691306013,0.1576553994753903,0.9874941898645556,1.0,1.15,1.15
1647995846.0,1.5,0.00830263,200.0,2560.0,853.9177,8454.066,13294.887,14046.809,16507.463,23743.164,0.0241286863270777,0.1626084635953965,0.9866906747137852,0.0,0.0,0.0
1647995915.0,2.3125453,0.010501871,201.47192,2513.1973,678.8618,20005.707,21440.893,22765.871,24168.469,25243.3,0.0245116813481424,0.1675574334813283,0.9858623161908312,1.0,1.15,2.3
1647995984.0,2.1359982,0.0102412645,220.48471,2511.221,695.3693,23277.455,24071.629,25561.883,26856.688,27599.426,0.0248946763692072,0.1725021845256425,0.9850091351525028,1.0,2.3,1.15
1647996053.0,1.5,0.00862873,200.0,2560.0,719.3846,10886.309,11706.102,11901.785,12201.738,12447.0,0.0252776713902719,0.1774425922270201,0.984131153080602,0.0,0.0,0.0
1647996122.0,2.069703,0.009584958,198.28561,2531.2393,687.83624,26892.004,29382.334,30349.693,31503.658,32083.27,0.0256606664113366,0.1823785321935007,0.9832283920813842,1.0,1.15,1.15
1647996191.0,1.5,0.00836851,200.0,2560.0,1176.9569,3181.504,12864.443,17625.975,71766.9,86856.37,0.0260436614324013,0.1873098801456149,0.9823008748849996,0.0,0.0,0.0
1647996260.0,2.1813097,0.009714235,195.11015,2549.4333,667.73456,29940.273,32449.963,33232.637,34366.66,34861.977,0.0264266564534661,0.192236511919513,0.9813486248449216,1.0,1.15,1.15
1647996329.0,1.5,0.00863945,250.0,2560.0,1140.3756,28117.727,29945.863,30720.398,31874.135,33564.176,0.0268096514745308,0.1971583034700915,0.9803716659373604,0.0,0.0,0.0
1647996398.0,2.2495222,0.009856489,196.28976,2557.5596,694.2721,27791.215,30820.02,31807.557,33365.402,33891.76,0.0271926464955955,0.2020751308741166,0.9793700227606564,1.0,1.15,1.15
1647996467.0,1.5,0.00900283,250.0,2560.0,850.6819,29417.895,30753.46,30972.043,31285.031,31437.322,0.0275756415166602,0.206986870333344,0.9783437205346632,0.0,0.0,0.0
1647996536.0,2.24567,0.009802688,202.74637,2571.4993,689.01624,29966.55,32673.652,33572.29,35001.99,35352.934,0.027958636537725,0.2118933981776362,0.977292785100112,1.0,1.15,1.15
1647996605.0,1.5,0.00884172,250.0,2560.0,870.3959,29944.836,30908.27,31124.037,31463.133,31717.814,0.0283416315587897,0.2167945908680761,0.97621724291796,0.0,0.0,0.0
1647996674.0,2.1716225,0.009691958,208.34502,2589.802,717.00305,34665.367,36759.566,37577.87,38620.844,39020.934,0.0287246265798544,0.2216903250000779,0.9751171210687256,1.0,1.15,1.15
1647996743.0,1.5,0.00884486,300.0,2560.0,994.90204,43106.605,44024.254,44250.496,44570.504,44908.547,0.0291076216009191,0.2265804773064937,0.9739924472518056,0.0,0.0,0.0
1647996812.0,2.1734574,0.009879798,232.55743,2597.6494,788.8953,33031.516,34504.555,35599.85,36436.164,36875.44,0.0294906166219839,0.2314649246607179,0.972843249784778,1.0,1.15,2.3
1647996881.0,2.265145,0.010724011,238.8339,2593.1877,777.8668,31998.51,33784.36,34632.945,35439.19,35789.625,0.0298736116430486,0.2363435440797865,0.9716695576026894,1.0,2.3,1.15
1647996950.0,1.5,0.00901066,300.0,2560.0,1201.2789,40568.13,42209.477,42533.742,43095.543,44009.52,0.0302566066641133,0.2412162127274744,0.9704714002573254,0.0,0.0,0.0
1647997019.0,2.319215,0.010244085,241.23918,2565.4114,792.2787,38746.047,41226.453,41370.836,42240.004,42558.707,0.030639601685178,0.2460828079173877,0.9692488079164678,1.0,1.15,1.15
1647997088.0,1.5,0.00913443,300.0,2560.0,1081.7208,42586.22,43977.465,44288.37,44658.78,44939.33,0.0310225967062428,0.2509432071160528,0.9680018113631348,0.0,0.0,0.0
1647997157.0,2.3622046,0.010181982,248.59653,2559.635,815.1854,40860.934,42901.023,43112.305,43860.66,44041.56,0.0314055917273075,0.2557972879460022,0.9667304419948044,1.0,1.15,1.15
1647997226.0,1.5,0.00913443,350.0,2560.0,1065.5458,51998.9,53506.695,54055.22,54402.383,54604.562,0.0317885867483722,0.2606449281888548,0.9654347318226264,0.0,0.0,0.0
1647997295.0,2.3654335,0.010413057,263.80426,2549.7861,841.1979,42830.72,45106.527,45398.797,46097.246,46492.266,0.032171581769437,0.2654860057883941,0.9641147134706144,1.0,1.15,1.15
1647997364.0,1.5,0.00951623,350.0,2560.0,1075.4293,52328.953,53660.867,53923.773,54234.76,54397.523,0.0325545767905017,0.2703203988536408,0.9627704201748248,0.0,0.0,0.0
1647997433.0,2.5529594,0.01101848,277.94803,2567.0667,860.5835,35238.29,37719.46,38023.816,38738.03,39393.61,0.0329375718115664,0.275147985661922,0.9614018857825206,1.0,1.15,1.15
1647997502.0,1.5,0.00951623,350.0,2560.0,1052.4795,52686.03,53803.42,54087.434,54392.85,54544.996,0.0333205668326311,0.279968644661936,0.9600091447513188,0.0,0.0,0.0
1647997571.0,2.4798584,0.0109016085,269.62845,2588.696,853.3717,33108.867,35130.75,36008.426,36630.43,37280.86,0.0337035618536959,0.2847822544768131,0.9585922321483228,1.0,1.15,2.3
1647997640.0,2.4363809,0.011281473,272.7874,2556.7817,841.9698,36496.203,39263.64,39244.01,40267.07,40671.047,0.0340865568747606,0.2895886939071709,0.9571511836492388,1.0,2.3,1.15
1647997709.0,1.5,0.00940932,400.0,2560.0,1368.7152,58228.375,59353.95,59701.43,60050.547,60510.418,0.0344695518958253,0.2943878419341667,0.9556860355374792,0.0,0.0,0.0
1647997778.0,2.469845,0.010744882,298.92712,2524.107,936.1993,42799.227,45784.297,45676.766,46257.945,46716.15,0.03485254691689,0.2991795777225441,0.9541968247032476,1.0,1.15,1.15
1647997847.0,1.5,0.00940762,400.0,2560.0,1144.9548,59249.863,60454.395,60878.652,61237.965,61386.492,0.0352355419379548,0.3039637806236757,0.95268358864261,0.0,0.0,0.0
1647997916.0,2.4614089,0.010836996,323.92294,2532.7202,995.8938,45667.07,48362.61,48439.34,48976.656,49337.6,0.0356185369590195,0.3087403301786008,0.9511463654565518,1.0,1.15,1.15
1647997985.0,1.5,0.00947259,400.0,2560.0,1184.3625,59183.215,60498.38,60783.65,61067.746,61244.297,0.0360015319800842,0.3135091061210582,0.9495851938500174,0.0,0.0,0.0
1647998054.0,2.5260952,0.011078898,330.8389,2548.6833,1006.62787,43295.49,46410.324,46189.19,46768.113,47164.547,0.0363845270011489,0.3182699883805145,0.9480001131309358,1.0,1.15,1.15
1647998123.0,1.5,0.00943242,450.0,2560.0,1367.1178,64779.96,65882.766,66194.13,66659.98,67033.41,0.0367675220222137,0.3230228570851873,0.9463911632092316,0.0,0.0,0.0
1647998192.0,2.511043,0.011515193,310.42642,2581.0774,954.9844,36284.004,38542.348,39102.617,39835.996,40438.0,0.0371505170432784,0.3277675925650633,0.9447583845958196,1.0,1.15,2.3
1647998261.0,2.3878694,0.011286474,311.7269,2571.0356,943.5549,41322.664,44206.793,44219.152,45063.35,45340.45,0.0375335120643431,0.3325040753549114,0.9431018184015846,1.0,2.3,1.15
1647998330.0,1.5,0.00962329,450.0,2560.0,1308.8318,65004.992,65921.41,66209.38,66534.73,66786.38,0.0379165070854078,0.3372321861972908,0.9414215063363466,0.0,0.0,0.0
1647998399.0,2.4143252,0.011034085,360.16998,2551.9277,1083.5984,49125.766,52623.42,52213.812,52942.29,53391.45,0.0382995021064726,0.3419518060455535,0.9397174907078106,1.0,1.15,1.15
1647998468.0,1.5,0.00937147,450.0,2560.0,1242.579,65067.137,66363.74,66621.15,66964.78,67195.35,0.0386824971275373,0.3466628160668419,0.9379898144205016,0.0,0.0,0.0
1647998537.0,2.5012903,0.011484613,381.3099,2512.0598,1124.5562,48556.46,51923.758,51713.25,52625.9,52993.082,0.039065492148602,0.3513650976450808,0.9362385209746836,1.0,1.15,1.15
1647998606.0,1.5,0.00992705,500.0,2560.0,1375.7522,68389.625,70003.51,70293.13,70569.27,70721.48,0.0394484871696667,0.3560585323839638,0.9344636544652648,0.0,0.0,0.0
1647998675.0,2.5476153,0.011775111,402.324,2483.3484,1179.1118,49477.188,53481.914,53211.414,54009.23,54718.79,0.0398314821907315,0.3607430021099346,0.9326652595806878,1.0,1.15,1.15
1647998744.0,1.5,0.00997154,500.0,2560.0,1449.4392,68043.164,68748.95,68933.78,69249.74,69511.18,0.0402144772117962,0.3654183888751623,0.9308433816018036,0.0,0.0,0.0
1647998813.0,2.6124632,0.011972009,413.1365,2493.7915,1209.7225,47489.508,51570.89,51397.906,52387.055,53079.477,0.0405974722328609,0.370084574960511,0.9289980664007316,1.0,1.15,1.15
1647998882.0,1.5,0.00997154,500.0,2560.0,1406.1609,69084.32,70202.445,70404.875,70713.484,70870.91,0.0409804672539257,0.3747414428785043,0.9271293604397052,0.0,0.0,0.0
1647998951.0,2.672237,0.012956685,377.61624,2544.6768,1128.5359,35227.1,38398.297,39160.58,40216.008,41175.625,0.0413634622749904,0.3793888753762827,0.9252373107699016,1.0,1.15,2.3
1647999020.0,2.6480427,0.0130114565,387.47943,2515.6035,1155.3792,37912.406,42128.164,42665.742,43637.45,44447.086,0.0417464572960551,0.3840267554385563,0.9233219650302572,1.0,2.3,1.15
1647999089.0,1.5,0.0099498,550.0,2560.0,1801.5846,71681.65,72689.51,72910.87,73285.51,73434.93,0.0421294523171198,0.3886549662905513,0.9213833714462676,0.0,0.0,0.0
1647999158.0,2.5048072,0.011786732,437.32,2542.4438,1318.3037,52462.75,56417.29,56084.65,56814.164,57510.418,0.0425124473381846,0.3932733914009496,0.919421578828774,1.0,1.15,1.15
1647999227.0,1.5,0.0099647,550.0,2560.0,1728.4506,71286.41,72724.02,73028.01,73419.94,73824.08,0.0428954423592493,0.3978819144848235,0.9174366365727344,0.0,0.0,0.0
1647999296.0,2.5234227,0.0119684655,471.09772,2501.2637,1407.9238,54242.727,58373.797,58107.992,58867.938,59444.453,0.043278437380314,0.4024804195065631,0.9154285946559793,1.0,1.15,1.15
1647999365.0,1.5,0.01009904,550.0,2560.0,1549.8568,72610.84,73686.63,73967.16,74320.445,74529.375,0.0436614324013787,0.407068790682798,0.913397503637953,0.0,0.0,0.0
1647999434.0,2.5328295,0.011922637,466.61755,2501.1123,1426.8008,54007.92,58878.184,58681.047,59560.168,60326.508,0.0440444274224435,0.4116469124853129,0.9113434146584422,1.0,1.15,1.15
1647999503.0,1.5,0.01019918,600.0,2560.0,1659.5354,75758.91,77128.2,77485.27,77875.81,78228.48,0.0444274224435082,0.4162146696439558,0.9092663794362864,0.0,0.0,0.0
1647999572.0,2.7414832,0.013182571,430.53552,2549.1238,1290.519,41085.9,45114.195,45678.91,46074.05,47590.84,0.0448104174645729,0.4207719471495412,0.9071664502680772,1.0,1.15,2.3
1647999641.0,2.6745908,0.013003668,453.26306,2509.8171,1350.6508,46224.027,50891.664,50456.164,50893.715,51764.72,0.0451934124856376,0.4253186302567449,0.9050436800268408,1.0,2.3,1.15
1647999710.0,1.5,0.01024853,600.0,2560.0,1892.2947,75574.57,76866.71,77420.23,77843.59,78058.43,0.0455764075067024,0.4298546044869935,0.9028981221607066,0.0,0.0,0.0
1647999779.0,2.4707966,0.011543885,515.711,2590.4424,1553.6201,62089.55,66791.44,66663.34,67390.92,68077.27,0.0459594025277671,0.4343797556313474,0.9007298306915624,1.0,1.15,1.15
1647999848.0,1.5,0.01027795,600.0,2560.0,1767.6738,75903.83,76906.84,77196.25,77632.945,77947.875,0.0463423975488318,0.4388939697533753,0.8985388602136934,0.0,0.0,0.0
1647999917.0,2.5840964,0.01234396,389.3238,2530.224,1437.9644,34294.297,36056.38,36076.695,36783.23,35529.465,0.0467253925698965,0.4433971331920237,0.8963252658924074,1.0,1.15,12.65
1647999986.0,2.8263555,0.01436401,375.7313,2486.5474,1448.7473,29889.2,29941.828,31543.979,32245.18,31361.701,0.0471083875909613,0.4478891325644786,0.8940891034626465,1.0,2.3,11.5
