time,c,cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat66_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
1647499959.0,31.0,1.2,0.1342505,3026.5,2836.5,2891.0,2934.5,2950.0,3002.0,3017.5,3023.0,3026.0,700.0,512.0,50.34189,0.0,0.9737281496323495,-0.22771361534515366,-0.6959127964017868,0.7181262979478228,1.0,0.0,0.06666666666666667
1647499963.0,21.0,0.4,0.014843985,2166.0,1963.0,2030.0,2032.0,2033.0,2068.0,2150.0,2166.0,2166.0,100.0,512.0,41.79968,0.0002588661661920787,0.9736618692311613,-0.22799685174423132,-0.6908824112608023,0.7229671457337875,0.0,0.0,0.0
1647499967.0,14.655563,1.5018606,0.09072669,2052.5344,2001.1753,2057.9573,2150.718,1985.3129,1602.7216,2261.347,2039.874,2131.353,536.02527,994.78674,46.236633,0.0005177323323841574,0.9735955064426496,-0.22828006885113872,-0.6858183528130051,0.7277727577649884,1.0,0.06666666666666667,0.26666666666666666
1647499971.0,23.099993,1.5317122,0.107330956,2723.1924,2436.5886,2573.1162,2514.9868,2457.7,2322.273,2635.0469,2636.4897,2792.308,541.24976,854.1161,46.359245,0.000776598498576236,0.9735290612724298,-0.2285632666419116,-0.6807208692245297,0.732542898540557,1.0,0.13333333333333333,0.2
1647499975.0,24.077938,1.5296661,0.102361366,2970.687,2569.1729,2610.0525,2652.9902,2723.1907,2630.5195,2770.0964,2813.3784,3002.997,521.4689,776.68005,47.435787,0.0010354646647683149,0.9734625337261243,-0.22884644509258648,-0.6755902075795391,0.7372773368432229,1.0,0.2,0.13333333333333333
1647499979.0,25.619392,1.5244582,0.096661344,3253.457,2812.0637,2669.4968,2985.1794,2942.0974,2964.055,3303.8755,3008.4453,3147.3447,474.2799,778.0046,48.66933,0.0012943308309603934,0.9733959238093624,-0.22912960417920236,-0.6704266189625738,0.7419758409722057,1.0,0.26666666666666666,0.06666666666666667
1647499983.0,31.0,0.4,0.023290008,3163.0,3078.0,3087.0,3091.0,3092.0,3099.0,3156.0,3157.0,3163.0,100.00012,896.0,42.9056,0.001553196997152472,0.9733292315277803,-0.22941274387779903,-0.6652303550462177,0.7466381819362595,0.0,0.0,0.0
1647499987.0,21.260883,1.4632484,0.09154798,2881.3547,2514.2612,2261.1511,2676.666,2838.286,2455.6567,2944.481,2512.4365,3018.8853,455.31042,763.8074,48.965626,0.0018120631633445508,0.9732624568870213,-0.2296958641644186,-0.6600016680460151,0.751264133428768,1.0,0.06666666666666667,0.26666666666666666
1647499991.0,20.348679,1.5024189,0.1038211,2628.682,2276.517,2362.793,2426.2842,2412.0903,2340.2913,2808.3848,2537.558,2529.895,419.03137,564.03015,49.04546,0.0020709293295366298,0.9731955998927354,-0.22997896501510479,-0.6547408134918425,0.7558534693629714,1.0,0.13333333333333333,0.2
1647499995.0,21.792458,1.5124149,0.104979895,2793.7612,2449.524,2436.9785,2534.2175,2514.822,2424.6467,2759.8992,2508.633,2941.2878,378.81207,663.5752,48.703465,0.0023297954957287085,0.9731286605505801,-0.23026204640590228,-0.6494480484985425,0.7604059654562388,1.0,0.2,0.13333333333333333
1647499999.0,24.17302,1.5315909,0.09343413,2940.3008,2467.6445,2448.9722,2698.8289,2867.9019,2580.101,2959.1204,2802.3503,2955.9805,324.78305,652.4619,48.5319,0.0025886616619207868,0.9730616388662192,-0.23054510831285835,-0.644123629972112,0.7649214007409845,1.0,0.26666666666666666,0.06666666666666667
1647500003.0,41.0,0.4,0.028249994,4585.0,4077.0,4345.9995,4346.0,4347.0,4414.0,4505.9995,4583.0,4585.0,100.00012,512.0,46.41587,0.0028475278281128655,0.972994534845324,-0.230828150712021,-0.6387678174108863,0.7693995551338282,0.0,0.0,0.0
1647500007.0,24.126814,1.4694312,0.094182305,3164.704,2869.6394,2809.1514,2948.6055,3136.6184,2825.948,3257.0544,2883.5151,3293.719,326.55237,652.7584,49.212128,0.003106393994304944,0.9729273484935727,-0.23111117357944053,-0.633380872924431,0.7738402094835121,1.0,0.06666666666666667,0.26666666666666666
1647500011.0,22.521503,1.4525813,0.09994186,3018.1702,2756.763,2652.1658,2771.327,2865.8225,2666.2651,3029.5757,2737.0654,3112.4023,328.1256,676.90344,49.287266,0.003365260160497023,0.9728600798166499,-0.23139417689116892,-0.6279630576275975,0.7782431485435632,1.0,0.13333333333333333,0.2
1647500015.0,22.89558,1.4560049,0.098790064,3007.9958,2704.9023,2557.5586,2791.0771,2790.5688,2612.8516,3012.7334,2737.6414,3038.4673,327.24103,706.5795,49.09005,0.0036241263266891016,0.972792728820248,-0.23167716062325916,-0.6225146370225109,0.7826081565462576,1.0,0.2,0.13333333333333333
1647500019.0,23.793072,1.4840701,0.08927606,2915.2295,2499.695,2459.2866,2717.7078,2829.384,2733.908,2953.7854,2740.4062,2911.8794,299.42435,668.01074,49.623177,0.0038829924928811804,0.9727252955100658,-0.23196012475176672,-0.61703587520388,0.786935021911836,1.0,0.26666666666666666,0.06666666666666667
1647500023.0,51.0,0.4,0.027561992,5881.0,5260.0,5261.0005,5276.0,5453.0,5703.001,5704.0,5705.0,5881.0,100.0,768.0,48.111614,0.0041418586590732595,0.9726577798918093,-0.2322430692527479,-0.6115270402920958,0.7912235328853594,0.0,0.0,0.0
