time,c,cpu_limit,cpu_usage,lat100_ms,lat50_ms,lat66_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,sin_hour,cos_hour,is_gap,time_since_last_obs,time_to_next_obs
1647499959.0,31.0,1.1,0.139002,3216.0,2938.0,3006.0,3051.0,3075.0,3146.0,3188.0,3209.0,3209.0,700.0,512.0,50.51597,0.0,0.9737281496323495,-0.22771361534515366,-0.6959127964017868,0.7181262979478228,1.0,0.0,0.06666666666666667
1647499963.0,21.0,0.3,0.014844015,2166.0,1962.9999,2030.0,2032.0,2033.0,2068.0,2150.0,2166.0,2166.0,100.0,512.0,41.79968,0.0002588661661920787,0.9736618692311613,-0.22799685174423132,-0.6908824112608023,0.7229671457337875,0.0,0.0,0.0
1647499967.0,24.891499,2.0,0.058966815,2947.5435,2632.4849,2692.1416,2759.4646,2761.1882,2733.0684,2999.4126,2936.7275,2929.013,246.37015,294.50604,44.54358,0.0005177323323841574,0.9735955064426496,-0.22828006885113872,-0.6858183528130051,0.7277727577649884,1.0,0.06666666666666667,0.26666666666666666
1647499971.0,28.048672,1.9339309,0.06026183,3178.687,2991.7651,2980.5906,3006.1694,2981.3992,3075.8416,3191.2976,3160.078,3164.3752,238.11835,508.4073,45.821697,0.000776598498576236,0.9735290612724298,-0.2285632666419116,-0.6807208692245297,0.732542898540557,1.0,0.13333333333333333,0.2
1647499975.0,32.033993,1.8595603,0.06136173,3613.9583,3018.0347,3099.6355,3138.355,3206.0728,3528.0808,3422.182,3350.3691,3376.7786,205.6482,779.2146,46.219677,0.0010354646647683149,0.9734625337261243,-0.22884644509258648,-0.6755902075795391,0.7372773368432229,1.0,0.2,0.13333333333333333
1647499979.0,32.415897,1.9524273,0.057105415,3543.81,3335.4502,3296.8254,3299.6963,3279.891,3503.1758,3426.0361,3412.6567,3565.3064,206.3208,692.6821,45.683716,0.0012943308309603934,0.9733959238093624,-0.22912960417920236,-0.6704266189625737,0.7419758409722057,1.0,0.26666666666666666,0.06666666666666667
1647499983.0,31.0,0.29999983,0.014844023,3244.0,3050.0,3118.0,3119.0,3119.0,3146.0,3192.0,3243.0,3244.0,100.0,512.0,41.79968,0.001553196997152472,0.9733292315277803,-0.22941274387779903,-0.6652303550462177,0.7466381819362595,0.0,0.0,0.0
1647499987.0,35.60017,2.0,0.058277138,3778.7515,3573.808,3567.3447,3609.6826,3760.8198,3638.7231,3715.0261,3770.4072,3733.5796,203.28244,599.0673,45.507202,0.0018120631633445508,0.9732624568870213,-0.2296958641644186,-0.6600016680460151,0.751264133428768,1.0,0.06666666666666667,0.26666666666666666
1647499991.0,36.333054,1.896265,0.06103655,3978.146,3640.0947,3606.235,3593.909,3590.1582,3770.2456,3821.0076,3819.9512,3817.194,224.1698,515.22516,46.7659,0.0020709293295366298,0.9731955998927354,-0.22997896501510479,-0.6547408134918425,0.7558534693629713,1.0,0.13333333333333333,0.2
1647499995.0,36.603546,1.862223,0.060025744,4034.393,3734.8315,3634.5361,3663.221,3607.8772,3836.3516,3849.9824,3875.4202,3815.5176,214.91577,501.92914,47.328175,0.0023297954957287085,0.9731286605505801,-0.23026204640590228,-0.6494480484985425,0.7604059654562388,1.0,0.2,0.13333333333333333
1647499999.0,37.691345,1.9796324,0.057837717,4090.6392,3810.9373,3786.607,3815.1277,3785.3325,3927.9666,3973.837,3949.1567,3955.0193,226.15997,543.17474,47.755917,0.0025886616619207868,0.9730616388662192,-0.23054510831285835,-0.644123629972112,0.7649214007409845,1.0,0.26666666666666666,0.06666666666666667
1647500003.0,41.0,0.3,0.028249972,4585.0,4077.0,4346.0,4346.0,4347.0,4414.0,4506.0,4583.0,4585.0,100.00006,512.0,46.41587,0.0028475278281128655,0.972994534845324,-0.230828150712021,-0.6387678174108863,0.7693995551338281,0.0,0.0,0.0
