time,cpu_limit,cpu_usage,lat50_ms,lat75_ms,lat95_ms,lat99_ms,min_ms,n,ram_limit_mb,ram_usage_mb,t_norm,sin_day,cos_day,is_gap,time_since_last_obs,time_to_next_obs
1647991499.0,2.0,0.009954495,27490.52,28876.867,30651.752,31546.312,19561.209,300.0,2560.0,880.60516,0.0,-0.15219526146492485,0.9883504451294709,1.0,0.0,1.15
1647991568.0,1.5,0.00948823,53350.254,53578.605,53879.125,54018.9,52289.094,350.0,2304.0,1089.7612,0.00038299502106472615,-0.14723400004233073,0.989101688013692,0.0,0.0,0.0
1647991637.0,2.1925979,0.010456208,46685.863,49423.926,49306.08,49741.156,41359.984,392.05664,2261.525,1252.4316,0.0007659900421294523,-0.1422690314912981,0.9898280268200775,1.0,1.15,1.15
1647991706.0,1.5,0.00950776,53263.32,53610.727,53957.242,54189.797,51819.47,350.0,2304.0,1083.8712,0.0011489850631941786,-0.13730048082219037,0.9905294432605198,0.0,0.0,0.0
1647991775.0,2.4525948,0.011839276,27664.164,28961.982,30142.186,30313.559,21316.553,293.55634,2428.675,977.4998,0.0015319800842589046,-0.13232847313556684,0.9912059196744184,1.0,1.15,2.3
1647991844.0,2.5232005,0.0124465795,21791.023,23191.79,23728.062,25395.352,19630.264,248.2042,2352.4124,861.664,0.0019149751053236309,-0.12735313361902567,0.991857439029125,1.0,2.3,1.15
1647991913.0,1.5,0.00950776,58992.664,59281.87,59658.367,60002.098,57692.82,400.0,2304.0,1331.8267,0.002297970126388357,-0.12237458754405901,0.9924839849203722,0.0,0.0,0.0
1647991982.0,2.2728858,0.010885753,41262.348,43665.723,42802.86,44111.33,36030.754,330.36374,2302.3845,1094.9893,0.002680965147453083,-0.11739296026289171,0.993085541572686,1.0,1.15,1.15
1647992051.0,1.5,0.00958408,60366.29,60654.203,61146.344,61339.957,58276.867,400.0,2304.0,1260.7898,0.003063960168517809,-0.11240837720533225,0.993662093839784,0.0,0.0,0.0
1647992120.0,2.431809,0.011134961,40242.59,44130.14,42884.305,43046.805,35816.586,343.14508,2269.5605,1111.9646,0.0034469551895825352,-0.10742096387560758,0.9942136272049561,1.0,1.15,1.15
1647992189.0,1.5,0.00958408,60210.57,60490.848,60885.977,61134.785,59351.727,400.0,2304.0,1180.119,0.0038299502106472617,-0.10243084584921007,0.9947401277814298,0.0,0.0,0.0
1647992258.0,2.3078353,0.010465087,39783.32,43240.215,41559.92,42373.406,35063.754,330.67722,2303.457,1066.8368,0.004212945231711987,-0.09743814876972876,0.9952415823127208,1.0,1.15,1.15
1647992327.0,1.5,0.00933047,65904.37,66331.36,66730.664,66948.96,64433.945,450.0,2304.0,1327.0466,0.004595940252776714,-0.09244299834569282,0.9957179781729655,0.0,0.0,0.0
1647992396.0,2.5931213,0.012713416,35089.875,35202.598,36623.07,37171.164,28758.205,332.52817,2382.3315,1022.9412,0.00497893527384144,-0.08744552034739855,0.9961693033672402,1.0,1.15,2.3
1647992465.0,2.7695758,0.014521537,22349.281,23543.549,22747.586,24811.916,21532.256,282.99713,2287.1382,897.84735,0.005361930294906166,-0.08244584060375229,0.996595546531862,1.0,2.3,1.15
1647992534.0,2.608055,0.013452666,23706.867,25112.307,24354.152,24722.555,20839.434,274.10538,2231.035,877.95526,0.005744925315970892,-0.07744408499909435,0.9969966969346754,0.0,0.0,0.0
1647992603.0,2.655519,0.013086616,30657.04,34988.105,33220.887,34095.7,28030.531,323.56387,2218.6814,1038.7972,0.006127920337035618,-0.07244037947003028,0.997372744475323,1.0,1.15,1.15
